STATION,STATIONNAME,STATE,LATITUDE,LONGITUDE,ELEVATION,YEAR,DAY,TIME,MonthlyMaxPrecip,MonthlyTotalSnowfall,MonthlyMaxSnowfall,MonthlyAvgTemp,month,MonthlyAvgDaylight,MonthlyAvgTempDiff,MonthlyAvgPreciptation,MonthlyAvgRelativeHumidity,MonthlyAvgWindSpeed,MonthlyAvgPeakWindSpeed,MonthlyAvgSnowDepth,MonthlyAvgSnowfall,MonthlyMaxTempDiff,MonthlyMinDailyTempDiff,cluster
72793024233,SEATTLE TACOMA AIRPORT,WA,47.4444,-122.3138,112.8,2018,31,23:59:00,1.22,0.0,0.0,7.22,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,5
72507014765,PROVIDENCE,RI,41.7225,-71.4325,16.8,2018,31,23:59:00,3.33,21.1,14.1,-1.56,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,3
72792024227,OLYMPIA AIRPORT,WA,46.9733,-122.9033,57.3,2020,31,23:59:00,3.02,0.0,0.0,6.06,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,5
72643014920,LA CROSSE MUNICIPAL AIRPORT,WI,43.8788,-91.2527,198.7,2019,31,23:59:00,0.61,15.1,4.4,-9.11,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,1
72757014916,GRAND FORKS INTERNATIONAL AIRPORT,ND,47.9428,-97.1839,256.6,2019,31,23:59:00,0.36,7.6,3.0,-16.67,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,4
72535014848,SOUTH BEND AIRPORT,IN,41.70722,-86.31628,235.4,2021,31,23:59:00,0.96,14.6,3.6,-1.78,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,1
72792394225,HOQUIAM BOWERMAN AIRPORT,WA,46.9727,-123.9302,3.7,2020,31,23:59:00,3.37,0.0,0.0,7.11,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,5
72488023185,RENO AIRPORT,NV,39.4838,-119.7711,1344.2,2019,31,23:59:00,1.04,5.8,3.9,4.0,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,9
72576024021,LANDER AIRPORT,WY,42.81536,-108.72604,1698.5,2021,31,23:59:00,0.09,1.7,1.1,-3.67,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,6
72438093819,INDIANAPOLIS INTERNATIONAL AIRPORT,IN,39.72515,-86.2816,241.3,2021,31,23:59:00,0.94,7.9,3.6,-0.56,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,9
72434013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT,MO,38.7525,-90.3736,161.8,2019,31,23:59:00,1.09,12.5,7.8,-0.72,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,1
72532014842,GENERAL WAYNE A. DOWNING INTERNATIONAL AIRPORT,IL,40.6675,-89.6839,198.1,2018,31,23:59:00,1.18,3.5,1.2,-4.56,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,6
72408013739,PHILADELPHIA INTERNATIONAL AIRPORT,PA,39.87327,-75.22678,3.0,2018,31,23:59:00,1.47,4.6,4.1,0.44,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,9
72532014842,GENERAL WAYNE A. DOWNING INTERNATIONAL AIRPORT,IL,40.6675,-89.6839,198.1,2019,31,23:59:00,1.06,17.9,10.7,-5.28,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,3
72513014777,WILKES BARRE SCRANTON INTERNATIONAL AIRPORT,PA,41.33349,-75.72273,289.9,2021,31,23:59:00,0.44,8.2,3.2,-0.94,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,9
72434013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT,MO,38.7525,-90.3736,161.8,2020,31,23:59:00,2.86,4.9,2.5,2.06,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,9
72434013994,ST LOUIS LAMBERT INTERNATIONAL AIRPORT,MO,38.7525,-90.3736,161.8,2018,31,23:59:00,0.77,1.2,0.9,-1.33,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72637014826,FLINT FCWOS,MI,42.9666,-83.7494,234.7,2019,31,23:59:00,0.56,16.8,6.4,-6.28,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,3
72572024127,SALT LAKE CITY INTERNATIONAL AIRPORT,UT,40.7781,-111.9694,1287.8,2018,31,23:59:00,0.47,9.6,6.7,3.89,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,9
72414013866,CHARLESTON YEAGER AIRPORT,WV,38.3794,-81.59,277.4,2019,31,23:59:00,1.3,2.4,0.8,1.72,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72777094012,HAVRE AIRPORT ASOS,MT,48.5428,-109.7633,787.9,2019,31,23:59:00,0.25,6.8,3.0,-4.11,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,9
72683094185,BURNS MUNICIPAL AIRPORT,OR,43.595,-118.9564,1261.9,2019,31,23:59:00,0.63,0.0,0.0,-1.83,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72683094185,BURNS MUNICIPAL AIRPORT,OR,43.59486,-118.95788,1262.8,2021,31,23:59:00,0.44,0.0,0.0,-1.11,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72548514940,MASON CITY MUNICIPAL AIRPORT,IA,43.1544,-93.3269,373.4,2020,31,23:59:00,0.36,16.1,4.1,-7.06,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,1
72301003810,HICKORY FAA AIRPORT,NC,35.74205,-81.38225,356.6,2021,31,23:59:00,0.9,0.0,0.0,4.44,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,5
72418013781,WILMINGTON NEW CASTLE CO AIRPORT,DE,39.6744,-75.60567,24.1,2019,31,23:59:00,1.34,5.6,3.7,0.33,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,9
72215114794,WESTERLY STATE AIRPORT,RI,41.35092,-71.80555,19.8,2021,31,23:59:00,1.35,0.0,0.0,-1.06,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
91186022534,MOLOKAI KAUNAKAKAI MOLOKAI AIRPORT,HI,21.1545,-157.0961,135.0,2019,31,23:59:00,0.48,0.0,0.0,21.28,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,7
72607014606,BANGOR INTERNATIONAL AIRPORT,ME,44.79791,-68.81852,44.9,2021,31,23:59:00,0.65,9.0,6.7,-4.39,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,1
72389093193,FRESNO YOSEMITE INTERNATIONAL,CA,36.78,-119.7194,101.5,2019,31,23:59:00,0.56,0.0,0.0,11.39,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,2
72356013968,TULSA INTERNATIONAL AIRPORT,OK,36.1994,-95.8872,198.1,2019,31,23:59:00,1.62,0.3,0.2,3.28,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72398093720,SALISBURY WICOMICO REGIONAL AIRPORT,MD,38.3409,-75.51324,14.4,2021,31,23:59:00,0.96,0.0,0.0,3.06,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72792394225,HOQUIAM BOWERMAN AIRPORT,WA,46.97288,-123.93074,4.5,2021,31,23:59:00,3.13,0.0,0.0,6.28,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,5
72418013781,WILMINGTON NEW CASTLE CO AIRPORT,DE,39.6744,-75.60567,24.1,2020,31,23:59:00,2.54,0.6,0.4,3.89,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,5
72458013984,CONCORDIA ASOS,KS,39.5514,-97.6508,447.8,2020,31,23:59:00,0.41,3.5,2.8,0.0,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72514014778,WILLIAMSPORT REGIONAL AIRPORT,PA,41.24295,-76.92173,159.8,2021,31,23:59:00,0.6,6.9,3.2,-0.44,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,9
70174026533,BETTLES AIRPORT,AK,66.9175,-151.5189,193.2,2019,31,23:59:00,0.1,9.7,2.1,-22.89,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,4
72428014821,JOHN GLENN INTERNATIONAL AIRPORT,OH,39.99068,-82.87703,246.8,2021,31,23:59:00,1.04,4.1,2.3,0.06,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,9
72507014765,PROVIDENCE,RI,41.7225,-71.4325,16.8,2020,31,23:59:00,0.42,3.6,2.9,2.17,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72375003103,FLAGSTAFF AIRPORT,AZ,35.1441,-111.6663,2134.5,2018,31,23:59:00,1.19,11.3,5.6,1.33,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,9
72316013870,ALMA BACON CO AIRPORT,GA,31.5358,-82.5067,58.8,2019,31,23:59:00,1.37,0.0,0.0,11.33,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,2
72323003856,HUNTSVILLE INTNL AIRPORT,AL,34.6441,-86.7869,190.2,2018,31,23:59:00,1.0,0.4,0.4,3.39,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72421093814,CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT,KY,39.04443,-84.67241,262.4,2021,31,23:59:00,1.19,4.6,1.9,0.72,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,9
72363023047,AMARILLO AIRPORT,TX,35.22027,-101.71733,1099.3,2021,31,23:59:00,0.29,2.5,1.8,3.61,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72407093730,ATLANTIC CITY INTERNATIONAL AIRPORT,NJ,39.45203,-74.56701,17.8,2021,31,23:59:00,0.97,1.0,1.0,1.78,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72654014936,HURON REGIONAL AIRPORT,SD,44.3981,-98.2231,390.1,2020,31,23:59:00,0.36,10.1,4.8,-8.17,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,1
72327013897,NASHVILLE INTERNATIONAL AIRPORT,TN,36.11889,-86.68917,182.9,2018,31,23:59:00,0.59,2.4,1.7,2.33,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72353013967,OKLAHOMA CITY WILL ROGERS WORLD AIRPORT,OK,35.3889,-97.6006,391.7,2019,31,23:59:00,1.29,4.5,4.5,2.94,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,9
72310013883,COLUMBIA METROPOLITAN AIRPORT,SC,33.94228,-81.11803,68.6,2018,31,23:59:00,1.63,0.0,0.0,6.11,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,5
72310013883,COLUMBIA METROPOLITAN AIRPORT,SC,33.94228,-81.11803,68.6,2020,31,23:59:00,1.66,0.0,0.0,10.61,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,2
72420014891,MANSFIELD LAHM REGIONAL AIRPORT,OH,40.8204,-82.5178,393.2,2020,31,23:59:00,0.99,4.1,1.2,1.72,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72344593993,FAYETTEVILLE DRAKE FIELD,AR,36.01027,-94.16824,377.1,2021,31,23:59:00,0.91,1.0,0.5,3.5,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72747014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT,MN,48.5614,-93.3981,360.6,2020,31,23:59:00,0.44,19.4,7.6,-11.5,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,3
72792024227,OLYMPIA AIRPORT,WA,46.97371,-122.90493,60.9,2021,31,23:59:00,3.04,0.0,0.0,5.33,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,5
72217003813,MACON MIDDLE GA REGIONAL AIRPORT,GA,32.6847,-83.6527,104.5,2018,31,23:59:00,1.2,0.0,0.0,6.33,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,5
72420014891,MANSFIELD LAHM REGIONAL AIRPORT,OH,40.8204,-82.5178,393.2,2019,31,23:59:00,1.13,25.2,12.6,-4.06,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,3
72757014916,GRAND FORKS INTERNATIONAL AIRPORT,ND,47.9428,-97.1839,256.6,2018,31,23:59:00,0.36,9.3,4.6,-12.22,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,1
72353013967,OKLAHOMA CITY WILL ROGERS WORLD AIRPORT,OK,35.3889,-97.6006,391.7,2020,31,23:59:00,1.89,0.1,0.1,5.89,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,5
72514014778,WILLIAMSPORT REGIONAL AIRPORT,PA,41.24295,-76.9218,158.5,2019,31,23:59:00,1.39,9.9,6.1,-2.72,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,1
72308013737,NORFOLK INTERNATIONAL AIRPORT,VA,36.90371,-76.19266,3.3,2021,31,23:59:00,1.54,3.3,3.0,5.78,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,5
72417013729,ELKINS RANDOLPH CO AIRPORT,WV,38.8899,-79.85544,595.7,2021,31,23:59:00,1.02,17.8,5.2,-0.56,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,1
72549994991,LAMONI MUNICIPAL AIRPORT,IA,40.6306,-93.9008,345.9,2018,31,23:59:00,1.04,0.0,0.0,-4.61,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,6
72398093720,SALISBURY WICOMICO REGIONAL AIRPORT,MD,38.34083,-75.51325,14.3,2019,31,23:59:00,1.2,0.0,0.0,2.22,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72549994991,LAMONI MUNICIPAL AIRPORT,IA,40.6306,-93.9008,345.9,2019,31,23:59:00,0.78,0.0,0.0,-5.06,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,6
72344593993,FAYETTEVILLE DRAKE FIELD,AR,36.0097,-94.1694,381.3,2019,31,23:59:00,1.1,0.9,0.5,2.17,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72235413927,JACKSON HAWKINS FIELD,MS,32.33756,-90.2214,101.7,2021,31,23:59:00,0.96,0.0,0.0,8.89,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,5
72582524121,ELKO REGIONAL AIRPORT,NV,40.8288,-115.7886,1533.1,2018,31,23:59:00,0.17,1.5,0.9,2.11,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,0
72301003810,HICKORY FAA AIRPORT,NC,35.74207,-81.38229,358.1,2019,31,23:59:00,0.65,0.0,0.0,4.72,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,5
72235413927,JACKSON HAWKINS FIELD,MS,32.33667,-90.22139,104.2,2019,31,23:59:00,2.37,0.0,0.0,8.44,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,5
72458013984,CONCORDIA ASOS,KS,39.55127,-97.65077,444.3,2021,31,23:59:00,0.63,9.0,6.5,1.0,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,9
72607014606,BANGOR INTERNATIONAL AIRPORT,ME,44.7978,-68.8185,45.1,2020,31,23:59:00,0.93,9.6,3.2,-4.78,1,962.0905494975412,9.990928003485458,0.0951768651521863,70.35127909096433,8.347919766352568,26.00005539859288,2.005671717599255,0.2325080638130939,38.33,0.55,1
